function,dimension,alpha,g,noise_model,noise_std,seed,final_best_observed,final_best_latent,final_observed_gap,final_simple_regret,batch,true_optimum_patch
goldstein_price,2,hw,0,gaussian,2.0,0,-726.6729941655109,-729.0991693776057,726.6729941655109,729.0991693776057,s03_batch3,
goldstein_price,2,hw,0,gaussian,2.0,1,-228.12361657669624,-223.70688884339808,228.12361657669624,223.70688884339808,s03_batch3,
goldstein_price,2,hw,0,gaussian,2.0,2,-29.8386125172494,-29.92169130324621,29.8386125172494,29.92169130324621,s03_batch3,
goldstein_price,2,hw,0,gaussian,2.0,3,-347.17905500871177,-343.7592552745877,347.17905500871177,343.7592552745877,s03_batch3,
goldstein_price,2,hw,0,gaussian,2.0,4,-86.7050042514176,-86.47748722021163,86.7050042514176,86.47748722021163,s03_batch3,
goldstein_price,2,hw,1,gaussian,2.0,0,0.9730794960928276,-2.6092574263270034,-0.9730794960928276,2.6092574263270034,s03_batch3,
goldstein_price,2,hw,1,gaussian,2.0,1,-34.117697815410835,-36.185687623833445,34.117697815410835,36.185687623833445,s03_batch3,
goldstein_price,2,hw,1,gaussian,2.0,2,-29.8386125172494,-29.92169130324621,29.8386125172494,29.92169130324621,s03_batch3,
goldstein_price,2,hw,1,gaussian,2.0,3,-28.98925424812997,-27.233024327592556,28.98925424812997,27.233024327592556,s03_batch3,
goldstein_price,2,hw,1,gaussian,2.0,4,-84.65647250937833,-81.93578831781198,84.65647250937833,81.93578831781198,s03_batch3,
goldstein_price,2,hw,2,gaussian,2.0,0,-27.19502402929073,-28.434626155936364,27.19502402929073,28.434626155936364,s03_batch3,
goldstein_price,2,hw,2,gaussian,2.0,1,-32.83062255565523,-33.28710010253131,32.83062255565523,33.28710010253131,s03_batch3,
goldstein_price,2,hw,2,gaussian,2.0,2,-29.8386125172494,-29.92169130324621,29.8386125172494,29.92169130324621,s03_batch3,
goldstein_price,2,hw,2,gaussian,2.0,3,-29.685034806208183,-27.928804885670765,29.685034806208183,27.928804885670765,s03_batch3,
goldstein_price,2,hw,2,gaussian,2.0,4,-37.63442373393706,-34.4141483715526,37.63442373393706,34.4141483715526,s03_batch3,
hartmann3,3,1,0,gaussian,2.0,0,7.262271025899851,2.2868082199646897,,1.5759715669846468,s03_batch3,3.8627797869493365
hartmann3,3,1,0,gaussian,2.0,1,6.6064045450328726,3.744644098358495,,0.11813568859084134,s03_batch3,3.8627797869493365
hartmann3,3,1,0,gaussian,2.0,2,7.611736746527463,3.706447478603014,,0.1563323083463226,s03_batch3,3.8627797869493365
hartmann3,3,1,0,gaussian,2.0,3,6.221037773905238,2.7076564893347115,,1.155123297614625,s03_batch3,3.8627797869493365
hartmann3,3,1,0,gaussian,2.0,4,6.6387595299957365,3.7806039858429177,,0.08217580110641887,s03_batch3,3.8627797869493365
hartmann3,3,1,1,gaussian,2.0,0,8.341740215843764,3.384801051247272,,0.4779787357020644,s03_batch3,3.8627797869493365
hartmann3,3,1,1,gaussian,2.0,1,6.448890651739875,3.671688947440513,,0.19109083950882333,s03_batch3,3.8627797869493365
hartmann3,3,1,1,gaussian,2.0,2,8.217425594303723,3.748736177245387,,0.11404360970394967,s03_batch3,3.8627797869493365
hartmann3,3,1,1,gaussian,2.0,3,6.221037773905238,2.7076564893347115,,1.155123297614625,s03_batch3,3.8627797869493365
hartmann3,3,1,1,gaussian,2.0,4,6.046106886751128,3.7806039858429177,,0.08217580110641887,s03_batch3,3.8627797869493365
hartmann3,3,1,2,gaussian,2.0,0,7.8523914653972255,3.384801051247272,,0.4779787357020644,s03_batch3,3.8627797869493365
